"--@#1"
"##1434515017048"
"Translation Key","en"
"common.message.edit.concurrent","This {0} is being edited by {1}."
"common.message.form.lastupdated","Last updated by {0} {1} ago ({2})"
"common.message.graph.showing.last","Showing last {0}"
"common.message.graph.showing.range.date","Showing from {0} to {1}"
"common.message.graph.showing.range.datetime","Showing from {0}, {1} to {2}, {3}"
"common.message.graph.showing.range.time","Showing {0} from {1} to {2}"
"common.message.table.noitems","No items found"
"common.message.table.refreshed","Last refreshed at {0}"
"common.message.table.search","Please enter details, then press search."
"common.message.table.selection","{1} selected"
"common.message.table.selection.none","None selected"
"common.message.table.showing","Showing {0} of {1}"
"communication","Communication"
"community","Community"
"community care users","Community Care Users"
"community health intake - l1","Community Health Intake - L1"
"community health intake - l2","Community Health Intake - L2"
"community home page","Community Home Page"
"community nurse practitioner - wic","Community Nurse Practitioner - WiC"
"community nursing","Community Nursing"
"community nursing belconnen team","Community Nursing Belconnen Team"
"community nursing civic team","Community Nursing Civic Team"
"community nursing phillip team","Community Nursing Phillip Team"
"community nursing tuggeranong team","Community Nursing Tuggeranong Team"
"community nutrition","Community Nutrition"
"community ot","Community OT"
"community overview","Community Overview"
"community physio","Community Physio"
"community podiatry","Community Podiatry"
"community service","Community Service"
"community social worker","Community Social Worker"
"community team leader - cn","Community Team Leader - CN"
"community teamleader","Community Teamleader"
"community user search","Community User Search"
"communtiy health centre admin","Communtiy Health Centre Admin"
"complete these for attended:","Complete these for Attended:"
"complete these for cancelled:","Complete these for Cancelled:"
"completed","Completed"
"completed date","Completed Date"
"completed forms search","Completed Forms Search"
"complex","Complex"
"complications","Complications"
"concept id","Concept ID"
"concept search","Concept Search"
"concerto events","Concerto Events"
"concerto orders","Concerto Orders"
"concerto runlevel service@com.orchestral.core.web.admin.servicestatus","Concerto Runlevel Service"
"concerto user search","Concerto User Search"
"concerto4x security key service@com.orchestral.core.web.admin.servicestatus","Concerto4x Security Key Service"
"configuration","Configuration"
"configuration service@com.orchestral.core.web.admin.servicestatus","Configuration Service"
"configuration validation service@com.orchestral.core.web.admin.servicestatus","Configuration Validation Service"
"confirm.advancedconfigwillbeset","The advanced configuration will be set. Any standard configuration will be discarded."
"confirm.bulkloadldapusers","Are you sure you want to bulk load all LDAP users into Clinical Portal?"
"confirm.cancelbackgroundtask","Are you sure you wish to cancel this background task?"
"confirm.changeconfidentialcolumns","Disabling this option will change the visibility of all ''Confidential'' result columns to ''Hidden'' and their values would then be sent to the browser. Are you sure you wish to continue?"
"confirm.clinicaldatachangeproblem","There may be a problem changing the current clinical data. The following application(s) reported a problem. Would you like to continue with the change?"
"confirm.delete","Are you sure you want to delete ''[0]''?"
"confirm.delete.entity","Are you sure you want to delete the selected {0}?"
"confirm.deleteapplicationpasscode","Are you sure you wish to remove this application passcode?"
"confirm.deleteattachment","Are you sure you want to delete this attachment?"
"confirm.deletecontextagent","Are you sure you wish to permanently delete this Context Agent?"
"confirm.deletecontextmanager","Are you sure you wish to delete this Context Manager? All context data for this desktop will be lost."
"confirm.deletecontextsubject","Are you sure you wish to delete this Context Subject? Child Context Subjects will not be deleted."
"confirm.deletedefaulthelpredirection","Are you sure you want to delete this default help redirection?"
"confirm.deletedefaulticonredirection","Are you sure you want to delete this default icon redirection?"
"confirm.deleteentrypointfromapplication","Are you sure you want to delete ''[0]''? It will also be removed from all menus, context views and document repositories."
"confirm.deleteentrypointfromcontextview","Are you sure you want to remove this entry point from the ''[0]'' context view?"
"confirm.deleteentrypointfrommenu","Are you sure you want to remove this entry point from the ''[0]'' menu?"
"confirm.deleteentryredirection","Are you sure you want to delete this entry redirection?"
"confirm.deleteeventtype","Are you sure you want to delete ''[0]''? This will also delete all notifications for this event."
"confirm.deleteexternalidentifiertype","Are you sure you want to delete the external identifier type ''[0]''? This will also delete all external identifiers of this type currently associated with users."
"confirm.deletehelpredirection","Are you sure you want to delete this help redirection?"
"confirm.deleteiconredirection","Are you sure you want to delete this icon redirection?"
"confirm.deleteinformationtype","Are you sure you want to delete ''[0]''? This will remove the information type from all rulesets and any rules for the information type in all information access policies."
"confirm.deleteitemname","Are you sure you wish to delete this item name?"
"confirm.deletelocationspecifier","Are you sure you want to delete this location specifier?"
"confirm.deletelogindisclaimer","Are you sure you wish to delete this login disclaimer?"
"confirm.deleteloginredirection","Are you sure you want to delete this login redirection?"
"confirm.deletelogoutredirection","Are you sure you want to delete this logout redirection?"
"confirm.deletemappingagentpasscode","Are you sure you wish to remove this mapping agent passcode?"
"confirm.deletenamesuffix","Are you sure you wish to delete this name suffix?"
"confirm.deletenotification","Are you sure you want to delete this notification?"
"confirm.deleteoverride","Are you sure you want to delete the override?"
"confirm.deleterelationshiptype","Are you sure you want to delete ''[0]''? Existing relationships based on this type will also be deleted."
"confirm.deleterule","Are you sure you want to delete this rule?"
"confirm.deletescript","Are you sure you want to delete this script?"
"confirm.deletescriptsource","Are you sure you want to delete this script source code?"
"confirm.deletesecretquestion","Are you sure you want to delete this secret question?"
"confirm.deleteselectedmessages","Are you sure you want to permanently delete the selected message(s)?"
"confirm.deleteservicetype","Are you sure you want to delete ''[0]''? This will also delete all notifications for events defined in this service type."
"confirm.disableinformationtype","Disabling the ''[0]'' information type will remove all information access rules associated with ''[0]''.  Are you sure you want to disable ''[0]''?"
"confirm.externalidentifierdelete","Are you sure you want to delete the ''[0]'' external identifier?"
"confirm.incompletecondition","One or more of your conditions are incomplete. This rule may not evaluate as expected. Are you sure you wish to save this rule?"
"confirm.messagenotsentyet","The message has not been sent yet."
"confirm.noconditions","The rule contains no conditions, which is not recommended. Are you sure you wish to save this rule?"
"confirm.pagehasunsavedchanges","This page has unsaved changes that need to be saved before continuing. Do you want to save your changes?"
"confirm.privacy.seal","Some items are not shown due to privacy restrictions. Break Privacy Seal."
"confirm.remove","Are you sure you want to remove ''[0]''?"
"confirm.removeadddocumententrypoint","Are you sure you want to remove this add document entry point from the document repository?"
"confirm.removecontextviewentrypoint","Are you sure you want to remove this entry point from the context view?"
"confirm.removeentrypointfrommenu","Are you sure you want to remove this entry point from the menu?"
"confirm.removehl7datatype","Are you sure you wish to remove this custom HL7 Data Type?"
"confirm.removepage","Are you sure you want to remove this page?"
"confirm.removerelationship","Are you sure you want to remove this relationship?"
"confirm.removerepositoryfromdocumentview","Are you sure you want to remove this repository from the ''[0]'' document view?"
"confirm.removesummaryentrypointfromdocumentview","Are you sure you want to remove this summary entry point from the document view?"
"confirm.removethisrepositoryfromdocumentview","Are you sure you want to remove this document repository from the document view?"
"confirm.removewindowletfromportalpage","Are you sure you want to remove this windowlet from the portal page?"
"confirm.removeworklistcolumn","Are you sure you want to remove the worklist column for ''[0]''?"
"confirm.resetcustomentitypolicytodefault","Are you sure you want to reset the custom {0} access policy to the default {0} access policy?"
"confirm.resetcustominformationpolicytodefault","Are you sure you want to reset the custom information access policy to the default information access policy?"
"confirm.resetlayout","This will reset your layout to the default.

Are you sure you want to continue?"
"confirm.resetportalpagelayout","This will reset the layout of this portal page for all users to the current layout.

Are you sure you want to continue?"
"confirm.savechanges","Do you want to save your changes?"
"confirm.saveencryptionchanges","Group attribute encryption settings have been modified. Existing attributes will be encrypted in a background task which may take some time and is best performed at times of low load. Do you wish to continue or cancel changes? "
"confirm.signoffbackoutcontinue","Do you wish to continue"
"confirm.standardconfigwillbeset","The standard configuration will be set. Any advanced configuration will be discarded."
"confirm.therearecurrentlyuserswhoperformthisrole","There are currently [0] user(s) who perform this role."
"confirm.unsavedchanges","You have unsaved changes that will be lost. Are you sure you wish to cancel?"
"confirmnewpassword","Confirm New Password"
"consultant","Consultant"
"contact","Contact"
"contact type","Contact Type"
"contacts","Contacts"
"context appender details","Context Appender Details"
"context change","Context Change"
"context state service@com.orchestral.core.web.admin.servicestatus","Context State Service"
"context subject details","Context Subject Details"
"context view details","Context View Details"
"context_accesscode","Context_AccessCode"
"context_allergies and alerts","Context_Allergies and Alerts"
"context_documentlink - hacc","Context_DocumentLink - HACC"
"context_documentlink - home visit","Context_DocumentLink - Home Visit"
