"--@#1"
"##1434516153354"
"Translation Key","en"
"carerpostcode","CarerPostCode"
"carerrelation","CarerRelation"
"carerresidencystatus","CarerResidencyStatus"
"carerrespite","CarerRespite"
"carersex","CarerSex"
"carerstate","CarerState"
"carersuburb","CarerSuburb"
"case management","Case Management"
"caseconference","CaseConference"
"casemanagement","CaseManagement"
"catalogue configuration","Catalogue Configuration"
"category","category"
"catheter management chart@com.orchestral.workflow.task.api_2_0.tasktype","Catheter Management Chart Review"
"catheter management plan@com.orchestral.workflow.task.api_2_0.tasktype","Catheter Management Plan"
"ccd.viewer.description","Enables viewing of CCD documents in web browsers."
"ccd.viewer.name","View CCD Documents"
"ccm.attachment.config.max.file.size.error","The maximum file size is {0}MB."
"ccm.attachment.config.maxattachmentsizebytes.error.validation.contains.decimal","Max attachment size cannot contain a decimal point."
"ccm.attachment.config.maxattachmentsizebytes.error.validation.invalid","Max attachment size must be a positive number."
"ccm.attachment.config.maxattachmentsizebytes.error.validation.invalid.exceededlimitedsize","The max attachment size must not be greater than the max combined size."
"ccm.attachment.config.maxtotalsizebytes.error.validation.contains.decimal","Max combined size cannot contain a decimal point."
"ccm.attachment.config.maxtotalsizebytes.error.validation.invalid","Max combined size must be a positive number."
"ccm.button.demo.check","Check"
"ccm.button.demo.closesession","Close View Session"
"ccm.button.demo.getdata","Get Data"
"ccm.button.demo.reload","Reload"
"ccm.button.demo.setdata","Set Data"
"ccm.button.demo.startsession","Start View Session"
"ccm.designer.label.formcomponent.storage","Store Data"
"ccm.designer.popover.html.display.escaping.header","Escaping values"
"ccm.designer.popover.html.display.escaping.linktext","A note on security... "
"ccm.designer.popover.html.display.escaping.text","The following escape functions are recommended for use: <ul><li><b>cforms:encodeHtml</b> for including any value from a form into text  <ul><b>cForms:encodeParameter</b> for escaping parameters.  e.g. concat('/loadPatient?patientId=', cforms:encodeParameter(patientId)) <li><b>cforms:encodeUrlPart</b> used for url parts constructing rest calls.  concat('/loadPatient/', cforms:encodeUrlPart(patientId))</ul>"
"ccm.documentlink.application.config.error.validation.invalid","Application name is required"
"ccm.documentlink.entrypoint.config.error.validation.invalid","Entry Point name is required"
"ccm.documentlink.error.validation.invalid","The details for the linked document are invalid.  This indicates a configuration problem; please contact an administrator."
"ccm.documentlink.error.validation.required","You must provide a link to a document."
"ccm.documentlink.genericsearch.error.configuration.missing","This feature is not currently configured."
"ccm.documentlink.genericsearch.error.patientincontext.required","To complete this field, please open the form in the patients record."
"ccm.documentlink.height.config.error.validation.invalid","Height must be a positive integer"
"ccm.documentlink.patientnotincontext.message","You must be within a patient record to access this feature."
"ccm.documentlink.print.message","The documents listed below can be found in the electronic patient record."
"ccm.documentlink.print.no.links","There are no associated documents."
"ccm.documentlink.width.config.error.validation.invalid","Width must be a positive integer"
"ccm.entry.point.display.application.config.error.validation.invalid","Application name is required"
"ccm.entry.point.display.entrypoint.config.error.validation.invalid","Entry Point name is required"
"ccm.entry.point.display.height.config.error.validation.invalid","Height must be a positive integer. "
"ccm.error.form.save.invalidfields","Please complete the highlighted field(s)."
"ccm.error.formsconfiguration.documentlinksconfiguration.applicationname","Application Name in Document Links Configuration"
"ccm.error.formsconfiguration.documentlinksconfiguration.entrypointname","Entry Point Name in Document Links Configuration"
"ccm.error.formsconfiguration.formstaskconfiguration.applicationname","Application Name in Forms Task Configuration"
"ccm.error.formsconfiguration.formstaskconfiguration.entrypointname","Entry Point Name in Forms Task Configuration"
"ccm.error.table.component.is.empty","Table component cannot be empty."
"ccm.error.table.component.must.be.repeating","Table must be a repeating component."
"ccm.error.tasktype.invalid.name.input","The task type name you entered is invalid. Please enter an unique and non-blank value for name."
"ccm.error.unsupported.widget","The Widget {0} is not supported by the Vanilla Renderer."
"ccm.error.validation.field.formlookupautocomplete.invalid","Option is not valid."
"ccm.error.validation.field.genericsearch.invalid","This feature is not configured correctly."
"ccm.error.validation.field.genericsearch.not.configured","This feature is not currently configured."
"ccm.heading.demo.vanilladatacapture","Vanilla Data Capture Widget Test Page"
"ccm.label.demo.componentcontext","Component Context"
"ccm.label.demo.dirty","Dirty"
"ccm.label.demo.errors","Errors"
"ccm.label.demo.firstsection","First Section"
"ccm.label.demo.formmode","Form Mode"
"ccm.label.demo.formmode.edit","Edit"
"ccm.label.demo.formmode.view","View"
"ccm.label.demo.highlightmissingrequiredfields","Highlight Missing Required Fields"
"ccm.label.demo.modeldata","Data"
"ccm.label.demo.modelid","Model Id"
"ccm.label.demo.modelversion","Model Version"
"ccm.label.demo.preventdefaulterrorhandling","Prevent Default Error Handling"
"ccm.label.demo.requiredfieldsfilled","Required Fields Filled"
"ccm.label.demo.testsetdataoninitialization","Set Dummy Data Before Rendering"
"ccm.label.demo.valid","Valid"
"ccm.label.designer.lookupdisplaycode","Display Code"
"ccm.label.designer.lookupverticallayout","Vertical Layout"
"ccm.label.documentlink.link.a.document","Add"
"ccm.label.documentlink.no.documents","No documents"
"ccm.label.documentlink.open","Open"
"ccm.label.documentlink.plugin.config.abbr.text","px"
"ccm.label.documentlink.plugin.config.abbr.tooltip","pixels"
"ccm.label.documentlink.plugin.config.application","Application"
"ccm.label.documentlink.plugin.config.customizepopupsize","Size"
"ccm.label.documentlink.plugin.config.customizepopupsize.customlabel","Custom"
"ccm.label.documentlink.plugin.config.customizepopupsize.defaultlabel","Default"
"ccm.label.documentlink.plugin.config.entrypoint","Entry Point"
"ccm.label.documentlink.plugin.config.height","Height"
"ccm.label.documentlink.plugin.config.singledocument","Restrict to single document link"
"ccm.label.documentlink.plugin.config.width","Width"
"ccm.label.entry.point.display.plugin.config.abbr.text","px"
"ccm.label.entry.point.display.plugin.config.abbr.tooltip","pixels"
"ccm.label.entry.point.display.plugin.config.application","Application"
"ccm.label.entry.point.display.plugin.config.entrypoint","Entry Point"
"ccm.label.entry.point.display.plugin.config.height","Height"
"ccm.label.formsconfiguration.documentlinksconfiguration.applicationname","Application Name"
"ccm.label.formsconfiguration.documentlinksconfiguration.entrypointname","Entry Point Name"
"ccm.label.formsconfiguration.documentlinksconfiguration.nocache.explanation","The following properties control which entry point is opened when opening a document link when not already in the document tree. These must point to a Clinical Portal entry point which opens a document view that contains all documents that can be linked to."
"ccm.label.formsconfiguration.documentlinksconfiguration.sectionname","Document Links Configuration"
"ccm.label.formsconfiguration.formstaskconfiguration.applicationname","Application Name"
"ccm.label.formsconfiguration.formstaskconfiguration.entrypointname","Entry Point Name"
"ccm.label.formsconfiguration.formstaskconfiguration.explanation","The following properties control which entry point is opened when opening a task in the task list."
"ccm.label.formsconfiguration.formstaskconfiguration.sectionname","Forms Task Configuration"
"ccm.label.formsconfiguration.popupintegrationconfiguration.option.popupintegrationmethod.lightbox","Lightbox"
"ccm.label.formsconfiguration.popupintegrationconfiguration.option.popupintegrationmethod.new_window","New Window"
"ccm.label.formsconfiguration.popupintegrationconfiguration.search.height","Height (px)"
"ccm.label.formsconfiguration.popupintegrationconfiguration.search.method","Method"
"ccm.label.formsconfiguration.popupintegrationconfiguration.search.width","Width (px)"
"ccm.label.formsconfiguration.popupintegrationconfiguration.sectionname","Popup Configuration"
"ccm.label.information.link.applicationname","Application Name"
"ccm.label.information.link.available.pathways","Available Pathways"
"ccm.label.information.link.configuration","Information Link Configuration"
"ccm.label.information.link.create","Create Information Link"
"ccm.label.information.link.create.error","An Information Link with this name already exists"
"ccm.label.information.link.details","Information Link Details"
"ccm.label.information.link.details.name","Name"
"ccm.label.information.link.entrypointname","Entry Point Name"
"ccm.label.information.link.initialvalue","New information link"
"ccm.label.information.link.linktext","Link Text"
"ccm.label.information.link.nameprompt","Please enter a name for the new information link"
"ccm.label.information.link.pathwayspecific","Associate with Pathways"
"ccm.label.information.link.selected.pathways","Selected Pathways"
"ccm.label.radioset.clear","Clear"
"ccm.label.removerepeatingsection","Remove"
"ccm.label.repeatingsectionisrequired","At least one {0} is required"
"ccm.label.tableisrequired","At least one row is required."
"ccm.label.task.frequency","Task Frequency"
"ccm.label.task.frequency.add","Add Task Frequency"
"ccm.label.task.frequency.delta","Delta"
"ccm.label.task.frequency.edit","Edit Task Frequency"
"ccm.label.task.frequency.periodunit","Unit"
"ccm.label.task.setting","Setting"
"ccm.label.tasklist.group.information.links.general","General References"
"ccm.label.tasklist.group.information.links.references","References"
"ccm.message.attachments.no.files","There are no associated attachments."
"ccm.message.attachments.not.printed","The attachments listed below can be found within this document in the electronic patient record."
"ccm.message.formitem.calculation.executedrelativeto","This calculation is executed relative to the component ""{0}"""
"ccm.message.formitem.calculation.invalidcalculation","Calculation is invalid"
